chromosome,position,cm
3,113329502,123.093355
3,113534941,123.11708
3,113543081,123.191206
3,113646751,123.270887
3,113652774,123.395951
3,113944307,123.518158
3,113949239,123.621612
3,114016047,123.671312
3,114018982,123.742454
3,114132129,123.869704
3,114135165,124.042329
3,114284861,124.252953
3,114424965,124.322421
3,114427057,124.386767
3,114570006,124.496725
3,115146861,124.584111
3,115238516,124.643802
3,115240953,124.755417
3,115282058,124.785059
3,115290089,124.944522
3,115317096,124.974857
3,115319600,125.098096
3,115410991,125.412362
3,115443693,125.448987
3,115447080,125.595133
3,115542321,125.650353
3,115605144,125.785989
3,115606308,125.853329
3,115645070,125.875081
3,115648353,126.016833
3,115677750,126.044131
3,115680681,126.11632
3,115986343,126.271938
3,116038491,126.386665
3,116313644,126.458947
3,116349916,126.538762
3,116352368,126.616193
3,116378670,126.629271
3,116380119,126.732036
3,116451544,126.779487
3,116454617,126.968336
3,116508847,127.000843
3,116509945,127.061541
3,116578556,127.106853
3,116600332,127.19185
3,116829598,127.369279
3,116839004,127.551631
3,116840596,127.641421
3,116848697,127.650309
3,116851894,127.764279
3,116896629,127.798783
3,116899019,127.879698
3,117011255,127.922845
3,117014065,128.005685
3,117072094,128.020821
3,117077336,128.172636
3,117156240,128.225342
3,117157296,128.296744
3,117236739,128.355615
3,117238760,128.504846
3,117246037,128.576889
3,117344000,128.660179
3,117347510,128.743884
3,117517339,128.888496
3,117999221,129.036485
3,118000812,129.140539
3,118525295,129.359007
3,118530672,129.452378
3,118901832,129.584959
3,118904281,129.650382
3,118973016,129.686243
3,118981264,129.752514
3,119099049,129.828369
3,119103640,129.96101
3,119115556,130.051728
3,119274586,130.105567
3,119309260,130.244613
3,119506880,130.37096
3,119509381,130.421916
3,120281932,130.688559
3,120340165,130.927518
3,120421373,131.399728
3,120519982,131.410527
3,120524038,131.469345
3,120572921,131.499441
3,120574683,131.544673
3,121285031,131.608415
3,121288890,131.701533
3,121329372,131.713597
3,121339354,131.809416
3,121710969,131.877726
3,121821143,131.971755
3,121846832,132.077345
3,121971802,132.115288
3,121975224,132.177916
3,122288210,132.269452
3,122291353,132.338479
3,122341767,132.394116
3,122345870,132.533493
3,122406077,132.619813
3,122680749,132.718624
3,122686071,132.890788
3,122703341,132.974467
3,122769635,133.01845
3,122788006,133.194647
3,122857849,133.290761
3,122859696,133.398556
3,123131254,133.599528
3,123143272,133.782043
3,123195622,133.798979
3,123205181,133.951185
3,123380271,133.984257
3,123429182,134.184677
3,123516240,134.344156
3,123523646,134.431874
3,123938217,134.535287
3,123940692,134.584785
3,124278168,134.815665
3,124441457,135.009978
3,124648705,135.090722
3,124655094,135.193333
3,124679034,135.255746
3,124688269,135.395318
3,124755823,135.440129
3,124820293,135.617893
3,124821860,135.724241
3,124840018,135.831534
3,124933025,136.07157
3,124940905,136.198125
3,125825623,136.489271
3,125875579,136.565062
3,125878980,136.676628
3,125990017,136.749192
3,125997407,136.873002
3,126091968,136.953175
3,126132031,137.120378
3,126213162,137.168055
3,126216273,137.255356
3,126399159,137.390387
3,126776044,137.451692
3,126783307,137.588827
3,126803720,137.619361
3,126807142,137.783004
3,127068225,137.952314
3,127080468,138.209059
3,127274309,138.381066
3,127412065,138.403144
3,127470436,138.507304
3,127474267,138.608761
3,127487250,138.640548
3,127496076,138.768379
3,127604350,138.838239
3,127619207,139.035493
3,127709069,139.099849
3,127710474,139.155196
3,128148525,139.222397
3,128192862,139.338797
3,128198104,139.461784
3,128430941,139.627397
3,129069945,139.808492
3,129090995,139.957743
3,129345155,140.072341
3,129643667,140.081258
3,129822067,140.298752
3,130020986,140.38389
3,130026557,140.456025
3,130244120,140.607115
3,130246502,140.721537
3,130358602,140.794174
3,130360904,140.868957
3,130499302,140.903975
3,130508701,141.047266
3,130559230,141.06218
3,130563966,141.187714
3,131242502,141.290925
3,131372762,141.38841
3,131375780,141.624109
3,131444899,141.709788
3,131448373,141.789362
3,131835569,142.018335
3,131837832,142.190249
3,132115911,142.395689
3,132120189,142.478598
3,132446336,142.581761
3,132451038,142.696375
3,132881279,142.873272
3,132884215,143.020092
3,133129905,143.098478
3,133132496,143.26675
3,133143318,143.346861
3,133226149,143.487454
3,133251409,143.80441
3,133254258,143.949366
3,133551456,144.131931
3,133572319,144.178503
3,133592774,144.30009
3,133707480,144.426146
3,133723028,144.600166
3,133754267,144.646242
3,133760908,144.736378
3,134017219,144.843301
3,134019491,144.910966
3,134173534,145.118452
3,134386872,145.164465
3,134388550,145.268669
3,134473177,145.303071
3,134476328,145.362128
3,134623700,145.516503
3,134625614,145.604086
3,134700507,145.75463
3,134812779,145.854889
3,134816417,145.95728
3,134954743,146.061342
3,134957661,146.160471
3,135168398,146.219569
3,135267999,146.323765
3,135303381,146.527577
3,135453942,146.609614
3,135459917,146.747729
3,135800693,146.872238
3,136754251,146.95193
3,136909995,147.055297
3,137296983,147.179902
3,137363976,147.226107
3,137372151,147.371071
3,137441912,147.399162
3,137447485,147.479076
3,137504684,147.515335
3,137511135,147.597769
3,137767977,147.742782
3,137772478,147.852699
3,138156276,147.992982
3,138572355,148.040406
3,138582432,148.106897
3,138645013,148.129585
3,138667669,148.257713
3,139031115,148.469144
3,139034627,148.573403
3,139380057,148.749733
3,139385257,148.811231
3,139695735,149.002071
3,139699216,149.064915
3,139832841,149.15352
3,139837583,149.360246
3,139953635,149.536427
3,139955819,149.586354
3,140101282,149.712352
3,140105004,149.811454
3,140276484,150.038444
3,140279002,150.099827
3,140533823,150.233117
3,140542380,150.366402
3,140766806,150.454843
3,140776298,150.568911
3,140863405,150.631191
3,140868715,150.71829
3,141008219,150.814172
3,141023325,151.080864
3,141037030,151.177907
3,141338641,151.254355
3,141341000,151.324332
3,141405708,151.387197
3,141418843,151.619088
3,141430963,151.70284
3,141551154,151.766518
3,141566250,151.907712
3,141867638,152.015824
3,141954700,152.178418
3,142545647,152.253891
3,142645883,152.403985
3,142711197,152.621531
3,142863561,152.668131
3,142865170,152.749495
3,142894411,152.79059
3,142898663,152.86388
3,142964700,152.906213
3,142984246,152.977245
3,142986943,153.043188
3,143012854,153.072272
3,143021578,153.208329
3,143160538,153.388323
3,143169769,153.458846
3,143247356,153.528091
3,143250070,153.58507
3,143354691,153.636106
3,143356977,153.758282
3,143418390,153.802029
3,143420702,153.885652
3,143450272,154.013108
3,143495679,154.073328
3,143498566,154.206792
3,143605831,154.34424
3,143970983,154.439346
3,144168238,154.57866
3,144170066,154.632381
3,144409973,154.698433
3,144413287,154.771729
3,144642293,154.869017
3,144643905,154.985689
3,144884332,155.082638
3,144886385,155.216531
3,144952905,155.288014
3,144955391,155.400231
3,145352404,155.53391
3,145357593,155.592305
3,145420382,155.614746
3,145422134,155.691849
3,145517239,155.818492
3,145530708,155.901938
3,145663879,155.939996
3,145665218,155.999939
3,145912548,156.157869
3,145915822,156.242773
3,146230714,156.329221
3,146242961,156.421004
3,146287644,156.509612
3,146615130,156.655091
3,146617130,156.720066
3,146637788,156.726236
3,146643272,156.794972
3,146725217,156.809379
3,146727937,156.869807
3,147360072,157.08867
3,147364266,157.24855
3,147406313,157.317549
3,147410925,157.390933
3,147493238,157.499513
3,147496499,157.674725
3,147613651,157.72027
3,147619355,157.798645
3,147649985,157.805616
3,147682334,157.950644
3,147791697,158.022418
3,147794753,158.128189
3,147948636,158.157839
3,147954546,158.362024
3,148318826,158.440318
3,148320902,158.513819
3,148344020,158.520644
3,148356615,158.735707
3,148443268,158.810773
3,148463194,158.936869
3,148551733,158.988874
3,148554334,159.103814
3,148633507,159.182515
3,148637771,159.302505
3,148836758,159.386267
3,148967181,159.51656
3,148971080,159.621098
3,149015548,159.767592
3,149019086,159.915058
3,149151571,160.127113
3,149155318,160.265087
3,149308504,160.522631
3,149310583,160.62556
3,149363508,160.792303
3,149485531,160.834594
3,149488309,160.925456
3,149784295,160.982579
3,149810189,161.096831
3,149919818,161.170824
3,149941348,161.276663
3,149994882,161.31462
3,149996703,161.402217
3,150086234,161.542225
3,150244772,161.603112
3,150253564,161.723758
3,150388680,161.766446
3,150402481,161.846706
3,150529952,161.919444
3,150531601,161.997976
3,150594685,162.054578
3,150597261,162.144365
3,150609925,162.195628
3,150615280,162.360475
3,150624662,162.376003
3,150634366,162.500246
3,150706696,162.649719
3,150708240,162.733753
3,150782065,162.879698
3,150788032,163.001502
3,151132544,163.138657
3,151347207,163.374898
3,151351482,163.436436
3,151904190,163.674642
3,151907876,163.825084
3,151983948,163.868003
3,151991598,163.936839
3,152285415,164.013468
3,152293633,164.082221
3,152627946,164.201324
3,152746223,164.349443
3,152749637,164.398039
3,153017793,164.531864
3,153064175,164.676958
3,153255974,164.807462
3,153258272,164.913014
3,153404708,165.008168
3,153408662,165.139331
3,153477002,165.282381
3,154183562,165.52285
3,154186078,165.56702
3,154482068,165.63982
3,154711706,165.807662
3,154715596,165.882534
3,154766243,165.908561
3,154790645,166.068774
3,154805786,166.303145
3,154862390,166.341753
3,154865333,166.416118
3,154898407,166.432321
3,154900690,166.504786
3,154914090,166.567585
3,155042640,166.630917
3,155054545,166.756039
3,156005200,167.150264
3,156011133,167.279565
3,156148804,167.332508
3,156152976,167.41898
3,156353161,167.690514
3,156789192,167.818814
3,156794425,167.943484
3,156858300,168.062903
3,157310675,168.193405
3,157313410,168.281131
3,157583124,168.414821
3,158611050,168.604081
3,158681384,168.70484
3,158684240,168.791262
3,158725258,168.841657
3,158727232,168.916588
3,158833376,169.034939
3,159263698,169.194371
3,159276226,169.355654
3,159387070,169.419129
3,159399494,169.504118
3,159472355,169.535779
3,159480328,169.616475
3,159699519,169.76928
3,159759401,169.924978
3,159952941,170.07645
3,160401724,170.141604
3,160406325,170.181588
3,161523600,170.492171
3,161628297,170.672505
3,162495148,171.032691
3,163250087,171.141478
3,163257741,171.247472
3,164903733,171.615389
3,165054691,171.716278
3,165056353,171.788035
3,165437567,171.989581
3,165934652,172.133169
3,165937442,172.192383
3,166522847,172.362625
3,166533427,172.418298
3,167117143,172.613349
3,167119055,172.679735
3,167291630,172.760233
3,167301435,172.840522
3,167515386,172.889562
3,167533735,173.045983
3,167797438,173.200834
3,167799902,173.277133
3,167903882,173.304238
3,167913564,173.490458
3,167915088,173.577779
3,168269756,173.684019
3,168272535,173.811506
3,168324491,173.823955
3,168341654,173.922724
3,168344131,174.016559
3,168578711,174.05616
3,168581491,174.172874
3,168975623,174.427024
3,168987080,174.686642
3,169012843,174.776692
3,169190907,174.892359
3,169196649,175.02379
3,169355082,175.188485
3,169599441,175.316373
3,169606914,175.407593
3,169784616,175.546271
3,170160493,175.654697
3,170172774,175.787661
3,170203820,175.859852
3,170376150,175.947489
3,170380062,176.031521
3,170769171,176.201156
3,170771908,176.273689
3,170955422,176.423517
3,170964909,176.512326
3,170966507,176.602843
3,171039515,176.65172
3,171042935,176.726154
3,171091050,176.817755
3,171102802,177.070752
3,171130793,177.114639
3,171135807,177.191292
3,171155875,177.205239
3,171180685,177.459896
3,171311936,177.532459
3,171314225,177.596189
3,171562199,177.685714
3,171565463,177.842749
3,171685531,177.948645
3,171690179,178.054448
3,171727565,178.077934
3,171733999,178.197158
3,171755243,178.206762
3,171760208,178.359377
3,171849419,178.412797
3,171867021,178.573259
3,171883983,178.60859
3,171889467,178.712224
3,172003221,178.814855
3,172009017,178.951103
3,172046933,178.989319
3,172049569,179.164388
3,172119166,179.223272
3,172124983,179.279974
3,172228827,179.338115
3,172294846,179.468581
3,172296986,179.614753
3,172374119,179.79649
3,172375296,179.853411
3,172391376,179.89082200000001
3,172398779,180.034743
3,172576619,180.091664
3,172582602,180.199006
3,172960901,180.434704
3,172974531,180.855687
3,173016311,180.908258
3,173022561,181.06693
3,173129819,181.116208
3,173131865,181.186204
3,173152748,181.21275
3,173153816,181.285032
3,173309839,181.38994
3,173311960,181.497784
3,173416388,181.562491
3,173420348,181.715865
3,173462988,181.746667
3,173467065,181.880818
3,173475987,181.915799
3,173477704,182.028011
3,173632205,182.15414
3,173865609,182.233084
3,173866797,182.272997
3,174274011,182.562362
3,174276798,182.738863
3,174418262,182.87776
3,174419135,182.934445
3,174672849,183.065527
3,174683126,183.139115
3,174684649,183.216483
3,174844212,183.387364
3,174854012,183.644807
3,174931730,183.730301
3,174933353,183.801095
3,174990764,183.877523
3,174992869,184.003632
3,175050468,184.11692
3,175055759,184.342164
3,175115709,184.413477
3,175118132,184.54024
3,175223566,184.621723
3,175225371,184.680831
3,175488587,184.88525
3,175506801,185.009304
3,175512408,185.202498
3,175581456,185.329191
3,175669533,185.347586
3,175671153,185.492631
3,175859347,185.533142
3,175865725,185.593584
3,176030190,185.641496
3,176032274,185.790126
3,176207028,185.85652
3,176212508,185.92443
3,176267268,185.951011
3,176271598,186.080079
3,176318786,186.107767
3,176321025,186.181094
3,176406924,186.206621
3,176409039,186.275132
3,176651806,186.437478
3,176675286,186.587389
3,176693589,186.608055
3,176696022,186.741535
3,176926178,186.813971
3,176933598,186.993251
3,176964612,186.998034
3,177000903,187.137949
3,177113056,187.237903
3,177114488,187.31219
3,177165592,187.364637
3,177183874,187.53013
3,177216572,187.558704
3,177222429,187.635872
3,177433541,187.789511
3,177448426,187.955526
3,177529463,188.034419
3,177533260,188.103009
3,177743638,188.217183
3,177745707,188.284508
3,178105341,188.405171
3,178107949,188.490783
3,178174699,188.594186
3,178429613,188.696202
3,178567228,188.838883
3,178569163,188.932077
3,178970010,189.024406
3,179022774,189.114834
3,179175597,189.147167
3,179254511,189.276691
3,179352174,189.290401
3,179365856,189.366109
3,179378541,189.590644
3,179571442,189.738415
3,179575090,189.792222
3,179673238,189.837347
3,179688604,189.93865
3,179785210,189.9677
3,179795911,190.049198
3,180368253,190.138411
3,180373531,190.212919
3,180521624,190.241877
3,180524764,190.302467
3,181250516,190.426737
3,181260177,190.48494
3,181424232,190.643647
3,181462507,190.841329
3,181509166,190.892914
3,181511375,190.971698
3,181557730,191.077424
3,181565507,191.178387
3,181638448,191.393807
3,181734542,191.434813
3,181741244,191.533534
3,181933439,191.569001
3,181936214,191.653189
3,182159427,191.736046
3,182169206,191.83782
3,182226275,191.880026
3,182228278,191.992126
3,182314029,192.088945
3,182316034,192.179643
3,182393173,192.30292
3,182397853,192.422474
3,182426534,192.455957
3,182428328,192.582238
3,182478950,192.684704
3,182860589,192.807785
3,183109003,193.129244
3,183110863,193.253078
3,183204923,193.354813
3,183208737,193.463504
3,183279102,193.527471
3,183312587,193.72555
3,183766701,193.927875
3,183772821,194.051929
3,183936680,194.174944
3,183938418,194.218548
3,184056101,194.260449
3,184109236,194.397141
3,184118600,194.531843
3,184140332,194.654222
3,184214759,194.777929
3,184221260,194.88084
3,184311940,195.033439
3,184331242,195.280406
3,184429414,195.443723
3,184440920,195.562275
3,184497063,195.744656
3,184499277,195.835811
3,184514613,195.874354
3,184523185,195.975809
3,184874632,196.063425
3,185278476,196.352167
3,185563274,196.454413
3,185574131,196.564675
3,185711599,196.702616
3,185743453,196.912044
3,185833759,196.940172
3,185851946,197.104833
3,185893457,197.146558
3,185897051,197.212876
3,185918000,197.234961
3,185927614,197.446548
3,185951648,197.623078
3,185953927,197.727821
3,186005592,197.857131
3,186015283,197.997766
3,186072370,198.113763
3,186104325,198.449089
3,186229223,198.614621
3,186230742,198.72247
3,186352860,198.83425
3,186359162,198.961341
3,186396616,198.986974
3,186398690,199.046815
3,186475845,199.161842
3,186493313,199.28204
3,186568180,199.338686
3,186600420,199.454985
3,186606581,199.574005
3,186681207,199.667425
3,186712963,199.923423
3,186780866,200.034594
3,186787438,200.166818
3,186814346,200.17458
3,186821199,200.250342
3,186883152,200.307817
3,186893025,200.547355
3,187020200,200.665941
3,187023952,200.746471
3,187048363,200.754778
3,187056047,200.859891
3,187163412,200.941603
3,187168326,201.054882
3,187220777,201.083294
3,187221936,201.182813
3,187328475,201.300291
3,187333377,201.412952
3,187459497,201.584086
3,187468973,201.739501
3,187628927,201.848079
3,187632238,201.944061
3,187794759,202.113514
3,187802669,202.175277
3,187805122,202.272899
3,187841254,202.415454
3,187880086,202.456899
3,187893895,202.5797
3,188006256,202.692571
3,188011407,202.778308
3,188069330,202.81459
3,188070964,202.943073
3,188138332,202.992085
3,188140653,203.082361
3,188201380,203.179606
3,188208030,203.293267
3,188238011,203.383694
3,188241115,203.512094
3,188291761,203.54302
3,188298688,203.690024
3,188320409,203.716947
3,188328914,204.00647
3,188395642,204.099668
3,188398655,204.181486
3,188446349,204.209498
3,188498563,204.369942
3,188500658,204.47168
3,188583627,204.507819
3,188587747,204.579263
3,188611158,204.591978
3,188621868,204.712343
3,188643038,204.733779
3,188648775,204.892704
3,188665722,205.012238
3,188788168,205.167227
3,188793495,205.227435
3,188850633,205.248073
3,188858407,205.377025
3,188944720,205.448975
3,188954611,205.593625
3,189041104,205.710921
3,189045487,205.922526
3,189066069,205.953631
3,189075327,206.043493
3,189224370,206.274716
3,189225809,206.319797
3,189392029,206.391264
3,189394427,206.488218
3,189451290,206.586095
3,189453482,206.69748
3,189476932,206.727857
3,189497616,206.980481
3,189530734,207.034019
3,189533884,207.147772
3,189555961,207.167484
3,189562670,207.328129
3,189805734,207.555552
3,189845608,207.675676
3,189847514,207.830046
3,189894494,207.867929
3,189914745,207.959879
3,190030324,207.997661
3,190034219,208.066901
3,190223147,208.217741
3,190228348,208.395257
3,190283007,208.624046
3,190286886,208.70743
3,190303296,208.735392
3,190305874,208.847119
3,190354246,208.878745
3,190357041,208.983245
3,190576461,209.104593
3,190586181,209.403871
3,190591911,209.483797
3,190679913,209.505534
3,190681732,209.555239
3,190722423,209.600507
3,190728632,209.769593
3,190862231,209.850852
3,190867546,209.93129
3,190947527,209.995836
3,190991384,210.108889
3,190995351,210.264064
3,191223664,210.439008
3,191226430,210.539659
3,191411106,210.668336
3,191416890,210.722791
3,191842822,210.921661
3,191844140,211.016268
3,191921987,211.147929
3,191925200,211.207421
3,192045982,211.303455
3,192056209,211.493287
3,192092077,211.564716
3,192094744,211.69466
3,192113063,211.722704
3,192117687,211.794925
3,192157175,211.882538
3,192163051,211.9794
3,192287263,212.13529
3,192298277,212.308248
3,192331357,212.32349
3,192346410,212.533575
3,192594816,212.740573
3,192613801,213.040302
3,192754872,213.088492
3,192759457,213.341433
3,192812221,213.393479
3,192814240,213.448872
3,193098911,213.621895
3,193121323,213.6951
3,193126459,213.831282
3,193143488,213.963068
3,193422395,214.064792
3,193454694,214.142226
3,193458476,214.285194
3,193591245,214.446072
3,193592677,214.519612
3,193667517,214.577314
3,193672434,214.743026
3,193688941,214.752617
3,193699775,214.911362
3,193753452,215.024388
3,193821569,215.441764
3,193843374,215.503202
3,193854961,215.629342
3,193887194,215.70015
3,193889252,215.811369
3,193904406,215.984711
3,193936094,216.10529
3,193944767,216.273367
3,193960066,216.360674
3,193972485,216.524017
3,193997400,216.688181
3,194058928,216.83095
3,194060475,216.910354
3,194096787,217.089922
3,194213532,217.162667
3,194217544,217.275221
3,194259893,217.381076
3,194264795,217.453471
3,194310731,217.611041
3,194418126,217.703865
3,194537312,217.955777
3,194542205,218.104358
3,194591037,218.29693
3,194704482,218.410428
3,194754763,218.582549
3,194758010,218.722784
3,194780749,218.887463
3,194825090,218.985102
3,194986167,219.100828
3,195175612,219.127036
3,195264241,219.293893
3,195405877,219.746158
3,195854522,220.103539
3,195865387,220.250626
3,195924548,220.310662
3,195946167,220.414
3,196314211,220.602694
3,196324465,220.829353
3,196365189,220.911238
3,196402121,221.297668
3,196420444,221.37395
3,196549742,221.458454
3,196576109,221.574791
3,196681938,221.618422
3,196726039,221.734107
3,196734973,221.828551
3,196768180,221.917134
3,197023750,221.929377
3,197070959,222.051431
3,197083505,222.266718
3,197155097,222.369678
3,197158298,222.456388
3,197182643,222.468103
3,197185470,222.532654
3,197302547,222.697628
3,197306512,222.834084
3,197460723,222.946083
3,197469638,223.03351
3,197561011,223.054902
3,197569559,223.164397
3,197863599,223.290708
3,197874528,223.361095
4,12906,0.0
4,28358,0.009504
4,65542,0.339302
4,315673,0.397314
4,321902,0.558721
4,683899,0.677687
4,703813,0.842745
4,983060,0.99431
4,1045171,1.14053
4,1409302,1.242829
4,1524662,1.510707
4,1539392,1.621666
4,1679426,1.77614
4,1685211,1.863967
4,1762287,1.891617
4,1801697,2.043124
4,2138041,2.232002
4,2140742,2.294968
4,2266100,2.304754
4,2304770,2.429421
4,2307574,2.517588
4,2488709,2.733887
4,2831383,2.82746
4,2846799,2.901554
4,3383148,3.040851
4,3536002,3.206136
4,3551222,3.391255
4,3604266,3.45974
4,3632194,4.05442
4,3644036,4.159522
4,3663243,4.176353
4,3668371,4.255804
4,3702481,4.315063
4,3709475,4.409819
4,3722559,4.426486
4,3729652,4.654887
4,3793368,4.847034
4,3919817,7.250389
4,3993442,7.323556
4,4136321,7.669259
4,4263087,7.859634
4,4268079,7.980788
4,4360976,8.109491
4,4365066,8.25109
4,4400304,8.454939
4,4565610,8.540125
4,4573329,8.67252
4,4682904,8.791159
4,4684715,8.879928
4,4852658,9.10222
4,4863745,9.18244
4,4936161,9.27032
4,4937762,9.35092
4,4988914,9.42131
4,4991081,9.498363
4,5011995,9.560108
4,5018702,9.672967
4,5047695,9.748466
4,5061373,9.918551
4,5097178,9.971232
4,5112978,10.106697
4,5116247,10.199431
4,5142212,10.313771
4,5145433,10.466054
4,5232548,10.543837
4,5234185,10.623226
4,5260387,10.702164
4,5400054,10.803478
4,5403092,10.930256
4,5499335,11.041111
4,5505048,11.146518
4,5640348,11.248861
4,5644378,11.487118
4,5742400,11.656669
4,5744506,11.810237
4,5816938,11.936608
4,5819967,12.067203
4,5845245,12.18161
4,5847493,12.303294
4,5919709,12.364054
4,5945106,12.543611
4,5969640,12.577643
4,5973264,12.702593
4,6080817,13.149809
4,6085543,13.254944
4,6098799,13.277354
4,6116708,13.420191
4,6140737,13.501034
4,6143608,13.648389
4,6191768,13.767763
4,6203556,14.008778
4,6227960,14.053436
4,6264968,14.269719
4,6324785,14.342801
4,6344204,14.466377
4,6351958,14.60876
4,6366210,14.647087
4,6369168,14.772662
4,6394894,14.887782
4,6399585,15.030619
4,6411477,15.057172
4,6414222,15.129237
4,6518453,15.241556
4,6522638,15.33273
4,6549294,15.421031
4,6551787,15.524726
4,6614168,15.599552
4,6689656,15.858331
4,6700417,15.956774
4,6720977,15.986979
4,6770944,16.27154
4,6776021,16.375536
4,6797156,16.526884
4,6891996,16.571274
4,6913707,16.916085
4,7075557,16.984908
4,7135912,17.114399
4,7148933,17.387628
4,7210808,17.728462
4,7258502,17.85873
4,7270126,18.105087
4,7327364,18.290447
4,7334133,18.400091
4,7361279,18.50754
4,7372806,18.787569
4,7380720,18.800258
4,7385355,18.945041
4,7395586,19.044538
4,7445048,19.219252
4,7461915,19.437639
4,7536746,19.61872
4,7543439,19.711771
4,7621365,19.828505
4,7660146,20.028117
4,7680536,20.290327
4,7698316,20.34742
4,7728658,20.670104
4,7761114,20.81122
4,7951211,20.91104
4,8003927,21.029151
4,8009737,21.111251
4,8105010,21.381261
4,8108027,21.457764
4,8123755,21.50314
4,8132256,21.699352
4,8145113,21.748415
4,8157710,21.99516
4,8212524,22.095058
4,8220369,22.195196
4,8306349,22.352811
4,8310915,22.496285
4,8380857,22.654344
4,8554894,22.740815
4,8557865,22.912536
4,8590511,23.119518
4,8728783,23.427636
4,9371255,25.480303
4,9912101,25.682598
4,9916209,25.727093
4,10413908,25.883321
4,10418078,25.940315
4,10698265,26.138514
4,10700753,26.245445
4,10910901,26.331463
4,10918819,26.440198
4,11049844,26.550874
4,11053537,26.730314
4,11283502,26.984413
4,11285239,27.041239
4,11408918,27.091024
4,11413118,27.246393
4,11539443,27.456793
4,11544142,27.558165
4,11556107,27.568397
4,11559004,27.664093
4,11767121,27.792683
4,11770896,27.8694
4,12003511,27.985977
4,12007459,28.065263
4,12203015,28.156725
4,12212637,28.245009
4,12320979,28.283943
4,12325503,28.382358
4,12726997,28.54618
4,13003758,28.740109
4,13005874,28.807548
4,13125698,28.951518
4,13127619,29.074798
4,13275957,29.131037
4,13283058,29.218656
4,13534408,29.28116
4,13537668,29.397841
4,13683408,29.436619
4,13687854,29.503089
4,13786339,29.593119
4,13790859,29.8557
4,13807963,29.876309
4,13821560,30.265845
4,14033010,30.450492
4,14037453,30.583266
4,14271420,30.697384
4,14273957,30.766397
4,14287066,30.77175
4,14292938,30.878357
4,14393864,31.001306
4,14395985,31.154777
4,14655570,31.275759
4,14659040,31.342148
4,14832006,31.516049
4,14835872,31.640694
4,14857206,31.653587
4,14866897,31.798534
4,14927080,31.900898
4,15147119,31.971871
4,15148917,32.091757
4,15543011,32.351654
4,15849986,32.465859
4,15851968,32.541878
4,15910385,32.595379
4,15928176,32.843522
4,15942035,32.851745
4,15943910,32.917357
4,15973786,32.947066
4,15975839,33.010025
4,16043472,33.157552
4,16045104,33.21768
4,16109096,33.264243
4,16113889,33.339171
4,16427211,33.492645
4,16519719,33.617063
4,16522293,33.725363
4,16578179,33.818477
4,16581810,33.941181
4,16653326,34.035
4,16656682,34.123643
4,16673412,34.147417
4,16676046,34.26435
4,16747687,34.343977
4,16753863,34.415229
4,16813820,34.43703
4,16816914,34.570879
4,17236812,34.887781
4,17241961,35.087807
4,17274000,35.134376
4,17298007,35.370285
4,17382173,35.443652
4,17385551,35.510159
4,17537591,35.700961
4,17561139,35.870438
4,17773442,35.992422
4,17789420,36.055094
4,18035250,36.0816
4,18315080,36.279263
4,18752270,36.41856
4,18753186,36.494492
4,18841055,36.59954
4,18843233,36.704102
4,18943713,36.72865
4,18945469,36.836791
4,19070123,36.886708
4,19099432,36.971242
4,19810968,37.069826
4,20087578,37.24494
4,20090273,37.333596
4,20321977,37.457537
4,20324373,37.556751
4,20459118,37.57532
4,20463913,37.70161
4,20484876,37.71862
4,20487278,37.881201
4,20543709,37.954804
4,20545314,38.015707
4,20603159,38.046368
4,20605594,38.121217
4,20760683,38.202474
4,21028932,38.482819
4,21294642,38.601929
4,21296926,38.684116
4,21335363,38.706345
4,21338827,38.772435
4,21415229,38.832127
4,21416385,38.892625
4,21451964,38.904791
4,21454727,38.966586
4,21689430,39.18787
4,21693667,39.347277
4,21718392,39.445628
4,22317283,39.711129
4,22321891,39.774147
4,22485598,39.917803
4,22521890,40.009335
4,22524253,40.11447
4,22594019,40.133846
4,22602775,40.193665
4,22830776,40.395548
4,22833517,40.501251
4,23251268,40.645634
4,23563103,40.914532
4,23566880,40.993053
4,23768305,41.135291
4,23781649,41.479794
4,23853011,41.534808
4,23854891,41.636185
4,23925233,41.797405
4,24134431,41.928476
4,24136777,42.012914
4,24280218,42.12663
4,24293599,42.264572
4,24436905,42.451492
4,24448584,42.65851
4,24506303,42.72035
4,24514957,42.859647
4,24646772,42.903562
4,24656088,42.992157
4,24754107,43.10887
4,24762301,43.29766
4,24796864,43.314566
4,24818097,43.542529
4,24949675,43.624082
4,24955536,43.694668
4,24991254,43.749388
4,24995018,43.854908
4,25029817,43.946533
4,25033008,44.046132
4,25067218,44.09589
4,25069328,44.198675
4,25107115,44.222102
4,25110663,44.299299
4,25451425,44.423216
4,25458394,44.535476
4,25468600,44.565328
4,25471520,44.704305
4,25554332,44.754429
4,25578513,44.861995
4,25582496,44.946465
4,25603932,44.987475
4,25613758,45.107341
4,25673557,45.232721
4,25680679,45.458977
4,25723535,45.48675
4,25736732,45.624085
4,25794686,45.773846
4,25812024,45.890324
4,25867118,45.967172
4,25871101,46.044898
4,25966028,46.106944
4,25969494,46.226274
4,25983887,46.302185
4,25987065,46.443589
4,26126576,46.632923
4,26135300,46.7982
4,26183614,46.925268
4,26187028,47.045725
4,26267598,47.216736
4,26466861,47.282804
4,26533333,47.473591
4,26809177,47.544229
4,26835699,47.636742
4,26836909,47.723289
4,27049458,47.795042
